wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00004831,slo-2,F08B12.3a,"slo-2 encodes a high conductance, sodium-activated potassium  channel; when expressed in Xenopus oocytes, SLO-2 exhibits a synergistic dependence  on both chloride and calcium ions for activation; expression of a dominant negative  SLO-2 mutant can interfere with activity of SLO-1, a second high conductance potassium  channel, suggesting that the two channels can form functional heteromultimers; a  SLO-2::GFP fusion protein is expressed in body wall, vulval, and pharyngeal/intestinal  valve muscles, nerve ring processes, and some motor neurons in the ventral nerve  cord; SLO-2 expression largely overlaps with that of SLO-1. ",Is an ortholog of human KCNT1 (potassium sodium-activated  channel subfamily T member 1) and KCNT2 (potassium sodium-activated channel subfamily  T member 2). Exhibits calcium-activated potassium channel activity and outward rectifier  potassium channel activity. Is involved in positive regulation of neurotransmitter  secretion and potassium ion transport. Localizes to the axon. Is expressed in amphid  neurons; body wall musculature; motor neurons; nerve ring; and vulval muscle. Human  ortholog(s) of this gene are implicated in autosomal dominant nocturnal frontal  lobe epilepsy 5 and early infantile epileptic encephalopathy 14. ,SLOwpoke potassium channel family ,GO:0015271,outward rectifier potassium channel activity,Enables the transmembrane transfer of a potassium ion by an outwardly-rectifying voltage-gated channel. An outwardly rectifying current-voltage relation is one where at any given driving force the outward flow of K+ ions exceeds the inward flow for the opposite driving force.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00004831,slo-2,F08B12.3a,"slo-2 encodes a high conductance, sodium-activated potassium  channel; when expressed in Xenopus oocytes, SLO-2 exhibits a synergistic dependence  on both chloride and calcium ions for activation; expression of a dominant negative  SLO-2 mutant can interfere with activity of SLO-1, a second high conductance potassium  channel, suggesting that the two channels can form functional heteromultimers; a  SLO-2::GFP fusion protein is expressed in body wall, vulval, and pharyngeal/intestinal  valve muscles, nerve ring processes, and some motor neurons in the ventral nerve  cord; SLO-2 expression largely overlaps with that of SLO-1. ",Is an ortholog of human KCNT1 (potassium sodium-activated  channel subfamily T member 1) and KCNT2 (potassium sodium-activated channel subfamily  T member 2). Exhibits calcium-activated potassium channel activity and outward rectifier  potassium channel activity. Is involved in positive regulation of neurotransmitter  secretion and potassium ion transport. Localizes to the axon. Is expressed in amphid  neurons; body wall musculature; motor neurons; nerve ring; and vulval muscle. Human  ortholog(s) of this gene are implicated in autosomal dominant nocturnal frontal  lobe epilepsy 5 and early infantile epileptic encephalopathy 14. ,SLOwpoke potassium channel family ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00004831,slo-2,F08B12.3a,"slo-2 encodes a high conductance, sodium-activated potassium  channel; when expressed in Xenopus oocytes, SLO-2 exhibits a synergistic dependence  on both chloride and calcium ions for activation; expression of a dominant negative  SLO-2 mutant can interfere with activity of SLO-1, a second high conductance potassium  channel, suggesting that the two channels can form functional heteromultimers; a  SLO-2::GFP fusion protein is expressed in body wall, vulval, and pharyngeal/intestinal  valve muscles, nerve ring processes, and some motor neurons in the ventral nerve  cord; SLO-2 expression largely overlaps with that of SLO-1. ",Is an ortholog of human KCNT1 (potassium sodium-activated  channel subfamily T member 1) and KCNT2 (potassium sodium-activated channel subfamily  T member 2). Exhibits calcium-activated potassium channel activity and outward rectifier  potassium channel activity. Is involved in positive regulation of neurotransmitter  secretion and potassium ion transport. Localizes to the axon. Is expressed in amphid  neurons; body wall musculature; motor neurons; nerve ring; and vulval muscle. Human  ortholog(s) of this gene are implicated in autosomal dominant nocturnal frontal  lobe epilepsy 5 and early infantile epileptic encephalopathy 14. ,SLOwpoke potassium channel family ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00004831,slo-2,F08B12.3a,"slo-2 encodes a high conductance, sodium-activated potassium  channel; when expressed in Xenopus oocytes, SLO-2 exhibits a synergistic dependence  on both chloride and calcium ions for activation; expression of a dominant negative  SLO-2 mutant can interfere with activity of SLO-1, a second high conductance potassium  channel, suggesting that the two channels can form functional heteromultimers; a  SLO-2::GFP fusion protein is expressed in body wall, vulval, and pharyngeal/intestinal  valve muscles, nerve ring processes, and some motor neurons in the ventral nerve  cord; SLO-2 expression largely overlaps with that of SLO-1. ",Is an ortholog of human KCNT1 (potassium sodium-activated  channel subfamily T member 1) and KCNT2 (potassium sodium-activated channel subfamily  T member 2). Exhibits calcium-activated potassium channel activity and outward rectifier  potassium channel activity. Is involved in positive regulation of neurotransmitter  secretion and potassium ion transport. Localizes to the axon. Is expressed in amphid  neurons; body wall musculature; motor neurons; nerve ring; and vulval muscle. Human  ortholog(s) of this gene are implicated in autosomal dominant nocturnal frontal  lobe epilepsy 5 and early infantile epileptic encephalopathy 14. ,SLOwpoke potassium channel family ,GO:0030424,axon,"The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00004831,slo-2,F08B12.3a,"slo-2 encodes a high conductance, sodium-activated potassium  channel; when expressed in Xenopus oocytes, SLO-2 exhibits a synergistic dependence  on both chloride and calcium ions for activation; expression of a dominant negative  SLO-2 mutant can interfere with activity of SLO-1, a second high conductance potassium  channel, suggesting that the two channels can form functional heteromultimers; a  SLO-2::GFP fusion protein is expressed in body wall, vulval, and pharyngeal/intestinal  valve muscles, nerve ring processes, and some motor neurons in the ventral nerve  cord; SLO-2 expression largely overlaps with that of SLO-1. ",Is an ortholog of human KCNT1 (potassium sodium-activated  channel subfamily T member 1) and KCNT2 (potassium sodium-activated channel subfamily  T member 2). Exhibits calcium-activated potassium channel activity and outward rectifier  potassium channel activity. Is involved in positive regulation of neurotransmitter  secretion and potassium ion transport. Localizes to the axon. Is expressed in amphid  neurons; body wall musculature; motor neurons; nerve ring; and vulval muscle. Human  ortholog(s) of this gene are implicated in autosomal dominant nocturnal frontal  lobe epilepsy 5 and early infantile epileptic encephalopathy 14. ,SLOwpoke potassium channel family ,GO:0071805,potassium ion transmembrane transport,A process in which a potassium ion is transported from one side of a membrane to the other.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00006078,str-10,R03G8.5a,none available ,"Is affected by sir-2.1 based on microarray studies. Is predicted  to encode a protein with the following domain: 7TM GPCR, serpentine receptor class  r (Str). ",Seven TM Receptor ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006078,str-10,R03G8.5a,none available ,"Is affected by sir-2.1 based on microarray studies. Is predicted  to encode a protein with the following domain: 7TM GPCR, serpentine receptor class  r (Str). ",Seven TM Receptor ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006174,str-123,T22H6.4,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. Is expressed in ASIL; ASIR; neurons; pharyngeal neurons; and pharynx. ,Seven TM Receptor ,GO:0005887,integral component of plasma membrane,The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006174,str-123,T22H6.4,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. Is expressed in ASIL; ASIR; neurons; pharyngeal neurons; and pharynx. ,Seven TM Receptor ,GO:0007186,G protein-coupled receptor signaling pathway,"A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,FALSE,FALSE,NA
WBGene00006174,str-123,T22H6.4,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. Is expressed in ASIL; ASIR; neurons; pharyngeal neurons; and pharynx. ,Seven TM Receptor ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006174,str-123,T22H6.4,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. Is expressed in ASIL; ASIR; neurons; pharyngeal neurons; and pharynx. ,Seven TM Receptor ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006174,str-123,T22H6.4,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. Is expressed in ASIL; ASIR; neurons; pharyngeal neurons; and pharynx. ,Seven TM Receptor ,GO:0038022,G protein-coupled olfactory receptor activity,Combining with an odorant and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006174,str-123,T22H6.4,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. Is expressed in ASIL; ASIR; neurons; pharyngeal neurons; and pharynx. ,Seven TM Receptor ,GO:0042048,olfactory behavior,The behavior of an organism in response to an odor.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006174,str-123,T22H6.4,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. Is expressed in ASIL; ASIR; neurons; pharyngeal neurons; and pharynx. ,Seven TM Receptor ,GO:0050911,detection of chemical stimulus involved in sensory perception of smell,The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006175,str-124,T22H6.3,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. ,Seven TM Receptor ,GO:0005887,integral component of plasma membrane,The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006175,str-124,T22H6.3,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. ,Seven TM Receptor ,GO:0007186,G protein-coupled receptor signaling pathway,"A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,FALSE,FALSE,NA
WBGene00006175,str-124,T22H6.3,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. ,Seven TM Receptor ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006175,str-124,T22H6.3,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. ,Seven TM Receptor ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006175,str-124,T22H6.3,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. ,Seven TM Receptor ,GO:0038022,G protein-coupled olfactory receptor activity,Combining with an odorant and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006175,str-124,T22H6.3,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. ,Seven TM Receptor ,GO:0042048,olfactory behavior,The behavior of an organism in response to an odor.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006175,str-124,T22H6.3,none available ,Is predicted to have G protein-coupled olfactory receptor  activity. ,Seven TM Receptor ,GO:0050911,detection of chemical stimulus involved in sensory perception of smell,The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006493,ivns-1,R09A8.3,none available ,"Is an ortholog of human IVNS1ABP (influenza virus NS1A binding  protein). Is predicted to encode a protein with the following domains: BTB/POZ domain;  Kelch repeat type 1; Galactose oxidase/kelch, beta-propeller; SKP1/BTB/POZ domain  superfamily; BTB/Kelch-associated; and Kelch-type beta propeller. ",Influenza Virus NS1a (A) binding protein homolog ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0000166,nucleotide binding,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0000226,microtubule cytoskeleton organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0000278,mitotic cell cycle,"Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0003924,GTPase activity,Catalysis of the reaction: GTP + H2O = GDP + phosphate.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0005200,structural constituent of cytoskeleton,The action of a molecule that contributes to the structural integrity of a cytoskeletal structure.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0005525,GTP binding,"Interacting selectively and non-covalently with GTP, guanosine triphosphate.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0005874,microtubule,"Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0007017,microtubule-based process,"Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00006539,tbb-6,T04H1.9,none available ,Is an ortholog of human TUBB1 (tubulin beta 1 class VI).  Is predicted to have GTP binding activity. Is involved in PERK-mediated unfolded  protein response. Is expressed in pharynx. ,"TuBulin, Beta ",GO:0036499,PERK-mediated unfolded protein response,"A series of molecular signals mediated by the endoplasmic reticulum membrane stress sensor PERK (PKR-like ER kinase). Begins with activation of PERK in response to endoplasmic reticulum (ER) stress and ends with regulation of a downstream cellular process, e.g. transcription. The main substrate of PERK is the translation initiation factor eIF2alpha. Serine-phosphorylation of eIF2alpha by PERK inactivates eIF2alpha and inhibits general protein translation. In addition, eIF2alpha phosphorylation preferentially increases the translation of selective mRNAs such as ATF4 (activating transcription factor 4), which up regulates a subset of UPR genes required to restore folding capacity.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00007259,C02B4.3,C02B4.3,none available ,Is affected by daf-12; eri-1; and eat-2 based on tiling array  and microarray studies. Is affected by Atrazine; fluoranthene; and paraquat based  on microarray studies. ,not known ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00007343,C05E7.1,C05E7.1,none available ,"Is enriched in GABAergic neurons; germline precursor cell;  and hypodermis based on microarray; tiling array; and RNA-seq studies. Is affected  by several genes including daf-16; daf-2; and daf-12 based on tiling array; RNA-seq;  and microarray studies. Is affected by twelve chemicals including 1-methylnicotinamide;  D-glucose; and Neurotoxins based on RNA-seq and microarray studies. Is predicted  to encode a protein with the following domain: GM2-AP, lipid-recognition domain  superfamily. ",not known ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00007344,C05E7.2,C05E7.2,none available ,"Is enriched in DA neuron and hypodermis based on tiling array;  RNA-seq; and microarray studies. Is affected by several genes including daf-16;  daf-2; and glp-1 based on proteomic; tiling array; RNA-seq; and microarray studies.  Is affected by twenty-two chemicals including Heme; aldicarb; and 1-methylnicotinamide  based on microarray and RNA-seq studies. Is predicted to encode a protein with the  following domain: GM2-AP, lipid-recognition domain superfamily. ",not known ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00007345,C05E7.3,C05E7.3,none available ,Is enriched in arcade cell; neurons; pharyngeal-intestinal  valve cell; and ventral nerve cord based on tiling array; RNA-seq; and microarray  studies. Is affected by several genes including eat-2; sir-2.1; and pgl-1 based  on RNA-seq and microarray studies. Is affected by five chemicals including metformin;  Psoralens; and allantoin based on RNA-seq and microarray studies. ,not known ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00007346,frpr-2,C05E7.4,none available ,Is enriched in AFD based on RNA-seq studies. Is affected  by several genes including hpl-2; lem-2; and set-2 based on tiling array; RNA-seq;  and microarray studies. Is affected by multi-walled carbon nanotube based on RNA-seq  studies. Is predicted to encode a protein with the following domain: Serpentine  type 7TM GPCR chemoreceptor Srsx. ,FMRFamide Peptide Receptor family ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00007346,frpr-2,C05E7.4,none available ,Is enriched in AFD based on RNA-seq studies. Is affected  by several genes including hpl-2; lem-2; and set-2 based on tiling array; RNA-seq;  and microarray studies. Is affected by multi-walled carbon nanotube based on RNA-seq  studies. Is predicted to encode a protein with the following domain: Serpentine  type 7TM GPCR chemoreceptor Srsx. ,FMRFamide Peptide Receptor family ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00007933,C34E7.3,C34E7.3,none available ,Is affected by several genes including daf-2; pgl-1; and  glh-1 based on microarray and RNA-seq studies. Is affected by six chemicals including  D-glucose; Psoralens; and allantoin based on RNA-seq and microarray studies. ,not known ,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA
WBGene00007934,C34E7.4,C34E7.4,none available ,"Is enriched in PLM and hypodermis based on tiling array and  RNA-seq studies. Is affected by several genes including daf-16; daf-2; and daf-12  based on microarray; RNA-seq; and proteomic studies. Is affected by thirteen chemicals  including D-glucose; bisphenol S; and Neurotoxins based on RNA-seq and microarray  studies. Is predicted to encode a protein with the following domain: GM2-AP, lipid-recognition  domain superfamily. ",not known ,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
WBGene00007956,trpp-9,C35C5.6,none available ,"Is an ortholog of human TRAPPC9 (trafficking protein particle  complex 9). Human ortholog(s) of this gene are implicated in non-syndromic intellectual  disability. Is predicted to encode a protein with the following domain: TRAPP II  complex, Trs120. ",TRansport Protein Particle ,GO:0005802,trans-Golgi network,"The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00008260,C52G5.2,C52G5.2,none available ,Is an ortholog of human THAP4 (THAP domain containing 4).  Human THAP4 exhibits heme binding activity and protein homodimerization activity.  Is predicted to encode a protein with the following domains: Calycin and Domain  of unknown function DUF1794. ,not known ,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
WBGene00008261,C52G5.3,C52G5.3,none available ,Is enriched in neurons based on tiling array studies. Is  affected by drh-3 based on RNA-seq studies. Is affected by tryptophan and Cry5B  based on microarray studies. ,not known ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008278,npr-10,C53C7.1a,none available ,Is an ortholog of human PRLHR (prolactin releasing hormone  receptor). Is predicted to have neuropeptide Y receptor activity. ,NeuroPeptide Receptor family ,GO:0004930,G protein-coupled receptor activity,Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00008278,npr-10,C53C7.1a,none available ,Is an ortholog of human PRLHR (prolactin releasing hormone  receptor). Is predicted to have neuropeptide Y receptor activity. ,NeuroPeptide Receptor family ,GO:0004983,neuropeptide Y receptor activity,Combining with neuropeptide Y to initiate a change in cell activity.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00008278,npr-10,C53C7.1a,none available ,Is an ortholog of human PRLHR (prolactin releasing hormone  receptor). Is predicted to have neuropeptide Y receptor activity. ,NeuroPeptide Receptor family ,GO:0007165,signal transduction,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00008278,npr-10,C53C7.1a,none available ,Is an ortholog of human PRLHR (prolactin releasing hormone  receptor). Is predicted to have neuropeptide Y receptor activity. ,NeuroPeptide Receptor family ,GO:0007186,G protein-coupled receptor signaling pathway,"A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,FALSE,NA
WBGene00008278,npr-10,C53C7.1a,none available ,Is an ortholog of human PRLHR (prolactin releasing hormone  receptor). Is predicted to have neuropeptide Y receptor activity. ,NeuroPeptide Receptor family ,GO:0007218,neuropeptide signaling pathway,The series of molecular signals generated as a consequence of a peptide neurotransmitter binding to a cell surface receptor.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00008278,npr-10,C53C7.1a,none available ,Is an ortholog of human PRLHR (prolactin releasing hormone  receptor). Is predicted to have neuropeptide Y receptor activity. ,NeuroPeptide Receptor family ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00008278,npr-10,C53C7.1a,none available ,Is an ortholog of human PRLHR (prolactin releasing hormone  receptor). Is predicted to have neuropeptide Y receptor activity. ,NeuroPeptide Receptor family ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00008279,C53C7.3,C53C7.3,none available ,Is affected by several genes including daf-16; daf-2; and  sir-2.1 based on microarray; tiling array; and RNA-seq studies. Is affected by five  chemicals including Psoralens; allantoin; and metformin based on RNA-seq studies. ,not known ,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,TRUE,FALSE,TRUE,TRUE,NA
WBGene00008598,spin-3,F09A5.1,none available ,Is an ortholog of human SPNS1 (sphingolipid transporter 1  (putative)); SPNS2 (sphingolipid transporter 2); and SPNS3 (sphingolipid transporter  3 (putative)). Is expressed in amphid neurons; intestine; and retrovesicular ganglion  neurons. Human SPNS2 exhibits sphingolipid transporter activity. Is predicted to  encode a protein with the following domains: Major facilitator superfamily and MFS  transporter superfamily. ,SPINster (Drosophila lysosomal permease) homolog ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,TRUE,FALSE,NA
WBGene00008598,spin-3,F09A5.1,none available ,Is an ortholog of human SPNS1 (sphingolipid transporter 1  (putative)); SPNS2 (sphingolipid transporter 2); and SPNS3 (sphingolipid transporter  3 (putative)). Is expressed in amphid neurons; intestine; and retrovesicular ganglion  neurons. Human SPNS2 exhibits sphingolipid transporter activity. Is predicted to  encode a protein with the following domains: Major facilitator superfamily and MFS  transporter superfamily. ,SPINster (Drosophila lysosomal permease) homolog ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,FALSE,NA
